path,FileName,FileExt,Labcode,SequencingID,Description,FeatureVersion,Date,FeatureName,Pipeline,Pipeline_params,Pipeline_repo,Feature_Pipeline,Feature_Pipeline_params,Feature_Pipeline_repo,Ref_genome,Input,Input_type,Project,Sub_project,label1,label2,label3,label4,Note,member
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/7-ZTKL22A_S614.csv,7-ZTKL22A_S614.csv,csv,ZTKL22A,ZTKL22A,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Lung - TKI,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/4-KABG84_S801.csv,4-KABG84_S801.csv,csv,KABG84,KABG84,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Healthy,-,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/63-ZMG070NB_S95061-S97061.csv,63-ZMG070NB_S95061-S97061.csv,csv,ZMG070NB,ZMG070NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Gastric,Gastric,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/56-ZK0AAAE95NB_S95032-S97032.csv,56-ZK0AAAE95NB_S95032-S97032.csv,csv,ZK0AAAE95NB,ZK0AAAE95NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/4-ZMC065A_S118.csv,4-ZMC065A_S118.csv,csv,ZMC065A,ZMC065A,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,CRC,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/44-ZK0DAAA13NB_S95070-S97070.csv,44-ZK0DAAA13NB_S95070-S97070.csv,csv,ZK0DAAA13NB,ZK0DAAA13NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/45-ZMB059NB_S95043-S97043.csv,45-ZMB059NB_S95043-S97043.csv,csv,ZMB059NB,ZMB059NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Breast,Breast,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/3-ZK0AAAF02NB_S95035-S97035.csv,3-ZK0AAAF02NB_S95035-S97035.csv,csv,ZK0AAAF02NB,ZK0AAAF02NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/6-MYCAAA01_S549.csv,6-MYCAAA01_S549.csv,csv,MYCAAA01,MYCAAA01,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,CRC,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/9-ZMDGAAA67NB_S95041-S97041.csv,9-ZMDGAAA67NB_S95041-S97041.csv,csv,ZMDGAAA67NB,ZMDGAAA67NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/3-Q3AA13_S108.csv,3-Q3AA13_S108.csv,csv,Q3AA13,Q3AA13,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Lung,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/5-ZK0AAAB63NB_S95069-S97069.csv,5-ZK0AAAB63NB_S95069-S97069.csv,csv,ZK0AAAB63NB,ZK0AAAB63NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/19-ZK0AAAA16NB_S95021-S97021.csv,19-ZK0AAAA16NB_S95021-S97021.csv,csv,ZK0AAAA16NB,ZK0AAAA16NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/13-ZLBE303NB_S95005-S97005.csv,13-ZLBE303NB_S95005-S97005.csv,csv,ZLBE303NB,ZLBE303NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Head and Neck,Head and Neck,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/46-ZMC068NB_S95088-S97088.csv,46-ZMC068NB_S95088-S97088.csv,csv,ZMC068NB,ZMC068NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,CRC,CRC,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/42-ZK0DAAA11NB_S95068-S97068.csv,42-ZK0DAAA11NB_S95068-S97068.csv,csv,ZK0DAAA11NB,ZK0DAAA11NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/31-ZMB055NB_S95041-S97041.csv,31-ZMB055NB_S95041-S97041.csv,csv,ZMB055NB,ZMB055NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Breast,Breast,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/48-ZMC049NB_S95024-S97024.csv,48-ZMC049NB_S95024-S97024.csv,csv,ZMC049NB,ZMC049NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,CRC,CRC,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/10-ZLBE118NB_S95077-S97077.csv,10-ZLBE118NB_S95077-S97077.csv,csv,ZLBE118NB,ZLBE118NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Pancreatic,Pancreatic,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/5-KABA97_S452.csv,5-KABA97_S452.csv,csv,KABA97,KABA97,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Healthy,-,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/6-ZK0AAAF17NB_S95038-S97038.csv,6-ZK0AAAF17NB_S95038-S97038.csv,csv,ZK0AAAF17NB,ZK0AAAF17NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/6-MDAAAA13_S354.csv,6-MDAAAA13_S354.csv,csv,MDAAAA13,MDAAAA13,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Breast,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/1-MQCAAA48_S717.csv,1-MQCAAA48_S717.csv,csv,MQCAAA48,MQCAAA48,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Breast,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/55-ZK0AAAA35NB_S95033-S97033.csv,55-ZK0AAAA35NB_S95033-S97033.csv,csv,ZK0AAAA35NB,ZK0AAAA35NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/9-ZLBE407NB_S95001-S97001.csv,9-ZLBE407NB_S95001-S97001.csv,csv,ZLBE407NB,ZLBE407NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Esophageal,Esophageal,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/2-ZK0AAAB20NB_S95071-S97071.csv,2-ZK0AAAB20NB_S95071-S97071.csv,csv,ZK0AAAB20NB,ZK0AAAB20NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/63-ZMH007NB_S95078-S97078.csv,63-ZMH007NB_S95078-S97078.csv,csv,ZMH007NB,ZMH007NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Liver,Liver,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/4-ZK0AAAD47NB_S95068-S97068.csv,4-ZK0AAAD47NB_S95068-S97068.csv,csv,ZK0AAAD47NB,ZK0AAAD47NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/20-ZK0AAAF30NB_S95076-S97076.csv,20-ZK0AAAF30NB_S95076-S97076.csv,csv,ZK0AAAF30NB,ZK0AAAF30NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/12-KABF19_S637.csv,12-KABF19_S637.csv,csv,KABF19,KABF19,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Healthy,-,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/2-MUAAAA44_S391.csv,2-MUAAAA44_S391.csv,csv,MUAAAA44,MUAAAA44,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,CRC,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/61-ZYCAA59NB_S95016-S97016.csv,61-ZYCAA59NB_S95016-S97016.csv,csv,ZYCAA59NB,ZYCAA59NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Pancreatic,Pancreatic,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/1-ZMG058A_S797.csv,1-ZMG058A_S797.csv,csv,ZMG058A,ZMG058A,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Gastric,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/15-ZMG164NB_S95044-S97044.csv,15-ZMG164NB_S95044-S97044.csv,csv,ZMG164NB,ZMG164NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Gastric,Gastric,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/3-ZK0AAAB09NB_S95055-S97055.csv,3-ZK0AAAB09NB_S95055-S97055.csv,csv,ZK0AAAB09NB,ZK0AAAB09NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/6-ZMC071A_S561.csv,6-ZMC071A_S561.csv,csv,ZMC071A,ZMC071A,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,CRC,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/53-ZK0AAAA25NB_S95027-S97027.csv,53-ZK0AAAA25NB_S95027-S97027.csv,csv,ZK0AAAA25NB,ZK0AAAA25NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Control,Control,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/62-ZYCAA39NB_S95058-S97058.csv,62-ZYCAA39NB_S95058-S97058.csv,csv,ZYCAA39NB,ZYCAA39NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Ovarian,Ovarian,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/31-ZMC043NB_S95021-S97021.csv,31-ZMC043NB_S95021-S97021.csv,csv,ZMC043NB,ZMC043NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,CRC,CRC,non-UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/6-MDGAAA16_S426.csv,6-MDGAAA16_S426.csv,csv,MDGAAA16,MDGAAA16,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,CRC,+,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/7-UCAA21_S607.csv,7-UCAA21_S607.csv,csv,UCAA21,UCAA21,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,MRD_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,MRD,MRD_baseline_features,Lung,?,UMI,not available,not available,"hieunguyen,hieutran"
/Users/hieunguyen/src/DVC_system/examples/dummy_from_real/MRD_WGS_hg19/iwFAF/10-ZLBE408NB_S95002-S97002.csv,10-ZLBE408NB_S95002-S97002.csv,csv,ZLBE408NB,ZLBE408NB,"iwFAF feature, nucleosome feature",v0.1,2024-07-15 21:09:42,iwFAF,WGS_hg19,default,gitlab,ECD_WGS_MRD_feature_pipeline,default,gitlab,hg19,bam alignment from WGS and MRD data,bam,WGS,WGS_baseline_features,Esophageal,Esophageal,non-UMI,not available,not available,"hieunguyen,hieutran"
